Politician,Quote,Image URL,char_count,word_count,word_length,adv_count,adj_count,noun_count,verb_count,det_count,sentiment,named_entities,named_entities_count
Washington Examiner,u s  senate candidate michelle nunn has avoided taking a stand on obamacare,half-true,75,13,4.769230769230769,12.0,12.0,12.0,12.0,12.0,-0.34,"('senate', 'ORG'), ('michelle nunn', 'PERSON')",2
Georgia Restaurant Association,the wages of about        state and local government employees would be affected if the minimum wage is increased to        in georgia  for a combined cost to taxpayers of more than      million annually,half-true,203,32,4.75,20.0,20.0,20.0,20.0,20.0,0.128,"('georgia', 'GPE'), ('more than      million', 'QUANTITY'), ('annually', 'DATE')",3
Facebook posts,for the cost of the iraq war we could ve ended world hunger for    years,half-true,72,15,3.6666666666666665,10.0,10.0,10.0,10.0,10.0,-0.7096,"('the iraq war', 'EVENT')",1
Joe Biden,i don t own a single stock or bond   i have no savings accounts,half-true,63,14,3.4285714285714284,12.0,12.0,12.0,12.0,12.0,-0.296,"('don', 'PERSON')",1
Jason Carter,there s     billion in expansion funds that we ve paid   it s our money and nathan deal wants washington to keep it,half-true,115,22,4.0,13.0,13.0,13.0,13.0,13.0,0.0,"('s     billion', 'MONEY'), ('washington', 'GPE')",2
Bill Nelson,gov  rick scott signed into law a bill that gives florida s public officials an easy way to avoid disclosing their personal finances,half-true,132,23,4.739130434782608,19.0,19.0,19.0,19.0,19.0,0.1779,"('gov  rick scott', 'PERSON'), ('florida', 'GPE')",2
Donna Brazile,the irs  also investigated liberal groups  groups that had progressive in their name      the irs was basically looking at everybody,half-true,132,20,5.3,16.0,16.0,16.0,16.0,16.0,0.0,"('irs', 'ORG'), ('irs', 'ORG')",2
Texas Future,one thousand people a day are moving to texas  which means there will be    million more people over the next    years,half-true,118,21,4.333333333333333,13.0,13.0,13.0,13.0,13.0,0.0,"('one thousand', 'CARDINAL'), ('texas', 'GPE'), ('the next    years', 'DATE')",3
EMILY's List,thom tillis cut almost      million from education,half-true,50,7,5.571428571428571,5.0,5.0,5.0,5.0,5.0,-0.2732,"('almost      million', 'CARDINAL')",1
Oregon Department of Agriculture,oregon school districts are directing    percent of their food budgets to purchase local foods  that s the highest percentage in the country,half-true,140,22,5.2272727272727275,17.0,17.0,17.0,17.0,17.0,0.0,"('oregon', 'GPE')",1
Bill Maher,there are     republicans in congress   with eric cantor s defeat   they are now all christian and all white except for one black senator  who was appointed,half-true,156,26,4.6923076923076925,17.0,17.0,17.0,17.0,17.0,-0.4588,"('republicans', 'NORP'), ('congress', 'ORG'), ('eric cantor s defeat', 'PERSON'), ('christian', 'NORP'), ('one', 'CARDINAL')",5
Barbara Boxer,women take birth control  more than half of them  as a medication for other conditions,half-true,86,15,4.666666666666667,10.0,10.0,10.0,10.0,10.0,0.0,"('more than half', 'CARDINAL')",1
Barack Obama,our high school graduation rate is the highest on record,half-true,56,10,4.7,8.0,8.0,8.0,8.0,8.0,0.0,,0
Florida Stop Common Core Coalition,for educational testing  florida  has chosen a company that has a significant history of promoting identification of the glbt lifestyle for children as young as seven years old,half-true,176,28,5.25,21.0,21.0,21.0,21.0,21.0,0.5106,"('florida', 'GPE'), ('seven years old', 'DATE')",2
Matt Damon,every    seconds  a child dies because they lack access to clean water and sanitation,half-true,85,14,4.857142857142857,10.0,10.0,10.0,10.0,10.0,0.1027,"('seconds', 'TIME')",1
Mitt Romney,the united states stopped plans to build a missile defense shield in eastern europe  as a gift to russia,half-true,104,19,4.473684210526316,15.0,15.0,15.0,15.0,15.0,0.6486,"('the united states', 'GPE'), ('eastern europe', 'LOC'), ('russia', 'GPE')",3
Kesha Rogers,says president barack obama was responsible for  the assassination of at least four american citizens  in drone strikes,half-true,119,18,5.555555555555555,13.0,13.0,13.0,13.0,13.0,-0.6249,"('at least four', 'CARDINAL'), ('american', 'NORP')",2
Janet Murguía,we re at the point of reaching   million deportations     this is a historic level  more than any other president of the united states,half-true,134,23,4.565217391304348,17.0,17.0,17.0,17.0,17.0,0.5574,"('million', 'CARDINAL'), ('the united states', 'GPE')",2
Rock the Vote,says    percent of millennials don t associate with  any political party,half-true,72,11,5.2727272727272725,9.0,9.0,9.0,9.0,9.0,0.4019,,0
Tom Barrett,using a surcharge on the cigarette tax to help pay for a new downtown sports arena  is not feasible under state law,half-true,115,22,4.2272727272727275,18.0,18.0,18.0,18.0,18.0,0.3182,,0
Charlie Crist,the economic  turnaround started at the end of my term,half-true,54,10,4.4,7.0,7.0,7.0,7.0,7.0,0.0,,0
Allen Peake,every child in colorado who has been given medical marijuana for treatment for seizures has had diminished seizure activity,half-true,123,19,5.526315789473684,15.0,15.0,15.0,15.0,15.0,0.0,"('colorado', 'GPE'), ('marijuana', 'PERSON')",2
Will Weatherford,about half the people who would qualify for medicaid expansion in florida  can buy a health care plan for     a month  on the federal health care exchange,half-true,154,27,4.518518518518518,18.0,18.0,18.0,18.0,18.0,0.7506,"('about half', 'CARDINAL'), ('medicaid', 'ORG'), ('florida', 'GPE'), ('the federal health care exchange', 'ORG')",4
Tom Graves,when it comes to transportation funds  georgians spend more in taxes and on red tape than they get back from the federal government,half-true,131,23,4.695652173913044,14.0,14.0,14.0,14.0,14.0,0.0,,0
ChangeAustin.org,sarah eckhardt  refused to take her own pay increases repeatedly,half-true,64,10,5.4,8.0,8.0,8.0,8.0,8.0,-0.3818,"('sarah eckhardt  ', 'PERSON')",1
Chuck Hagel,it isn t me cutting the budget  it s the congress  decision on sequestration  so it isn t secretary of defense or the president doing this,half-true,138,26,4.230769230769231,17.0,17.0,17.0,17.0,17.0,0.0,"('congress', 'ORG')",1
Russia Today,the new ukrainian government  introduced a law abolishing the use of languages other than ukrainian in official circumstances,half-true,125,18,5.944444444444445,15.0,15.0,15.0,15.0,15.0,0.0,"('the new ukrainian government  introduced', 'ORG')",1
Rick Scott,florida high schools are four out of the top    in the entire united states,half-true,75,14,4.214285714285714,10.0,10.0,10.0,10.0,10.0,0.5574,"('florida', 'GPE'), ('four', 'CARDINAL')",2
Sarah Palin,says she made an  accurate prediction  that if barack obama were elected it would encourage russia to invade ukraine,half-true,116,19,5.052631578947368,13.0,13.0,13.0,13.0,13.0,0.5106,"('russia', 'GPE')",1
Dwight Jones,the redskins training camp deal  generated     million in new private investment in the city,half-true,92,14,5.285714285714286,11.0,11.0,11.0,11.0,11.0,0.0,,0
Ron Johnson,even though chicago has  the most stringent gun laws on the books   it still  has the highest murder rate  in the country,half-true,121,22,4.318181818181818,18.0,18.0,18.0,18.0,18.0,-0.8115,"('chicago', 'GPE')",1
Mary Margaret Oliver,more than    percent of georgians don t support legislation to ease gun restrictions in houses of worship  in bars and on campuses,half-true,130,22,4.7727272727272725,14.0,14.0,14.0,14.0,14.0,0.6124,,0
Americans for Prosperity Georgia chapter,obamacare will mean     million fewer jobs by,half-true,45,7,5.0,4.0,4.0,4.0,4.0,4.0,0.0,,0
David Brooks,chained cpi would save    trillion in the second decade off the federal budget debt   a report shows,half-true,100,17,4.647058823529412,13.0,13.0,13.0,13.0,13.0,0.1779,"('the second decade', 'DATE')",1
Gordon Challstrom,oregon and the federal government now have more than one million acres of burnt land and millions of trees are being left to rot,half-true,128,24,4.375,16.0,16.0,16.0,16.0,16.0,0.0,"('oregon', 'GPE'), ('more than one million acres', 'QUANTITY'), ('millions', 'CARDINAL')",3
Dan Branch,worked with ronald reagan and helped re elect him,half-true,49,9,4.555555555555555,6.0,6.0,6.0,6.0,6.0,0.0,"('ronald reagan', 'PERSON')",1
Don Gaetz,the medical marijuana ballot initiative  doesn t require a physician writing a prescription  and can be for conditions like  having a back that needs to be scratched,half-true,165,27,5.037037037037037,21.0,21.0,21.0,21.0,21.0,0.3612,"('marijuana', 'PERSON')",1
David Alameel,more than        troops are still stationed in afghanistan with no clear objective  even in the best case  by the end of the year at least        american soldiers will still be on the ground,half-true,191,33,4.333333333333333,24.0,24.0,24.0,24.0,24.0,0.6808,"('afghanistan', 'GPE'), ('the end of the year', 'DATE')",2
Lauren Kane,the prosecution of state sen  don balfour cost less than       excluding prosecutors  salaries,half-true,94,13,5.6923076923076925,11.0,11.0,11.0,11.0,11.0,-0.4939,"('don', 'PERSON')",1
Ed Schultz,when union membership goes down  so do  middle class  wages,half-true,59,10,4.7,9.0,9.0,9.0,9.0,9.0,0.0,,0
Steve Forbes,two thirds of the people who start out in minimum wage are above the minimum wage within a year,half-true,95,19,4.052631578947368,12.0,12.0,12.0,12.0,12.0,0.0,"('two thirds', 'CARDINAL'), ('a year', 'DATE')",2
Rand Paul,income inequality is worse in towns run by democrat mayors than in towns run by republican mayors,half-true,97,17,4.764705882352941,12.0,12.0,12.0,12.0,12.0,-0.4767,"('democrat', 'NORP'), ('republican', 'NORP')",2
National Republican Congressional Committee,says  nick rahall voted with obama    percent of the time,half-true,57,10,4.4,8.0,8.0,8.0,8.0,8.0,0.0,"('nick rahall', 'PERSON')",1
Connie Stokes,women still do not get paid as much as men  even  for the same work  period,half-true,75,16,3.5625,14.0,14.0,14.0,14.0,14.0,0.0,,0
Maria Cardona,the republican party has the worst reputation in american polling of any political party in history,half-true,99,16,5.25,13.0,13.0,13.0,13.0,13.0,0.0772,"('the republican party', 'ORG'), ('american', 'NORP')",2
Rand Paul,in tripoli   jihadists today swim in our embassy pool,half-true,53,9,4.777777777777778,6.0,6.0,6.0,6.0,6.0,0.0,"('tripoli', 'GPE'), ('today', 'DATE')",2
Ted Cruz,saturday night live executive producer  lorne michaels could be put in jail under this amendment for making fun of any politician,half-true,129,21,5.142857142857143,16.0,16.0,16.0,16.0,16.0,0.5106,"('saturday night', 'TIME')",1
Alberta Darling,wisconsin does not have a deficit  thanks to republican reforms  the      budget will begin with a      million surplus,half-true,119,18,5.0,14.0,14.0,14.0,14.0,14.0,-0.0382,"('wisconsin', 'ORG'), ('republican', 'NORP')",2
National Republican Senatorial Committee,says democratic senate candidate  bruce braley voted to cut      billion from medicare to support obamacare,half-true,107,15,5.8,11.0,11.0,11.0,11.0,11.0,0.1531,"('democratic', 'NORP'), ('senate', 'ORG'), ('medicare', 'ORG')",3
Mark Obenshain,virginia democrats recently enforced voter id rules that were  considerably more stringent than those contained in the state law they denounce,half-true,142,21,5.761904761904762,17.0,17.0,17.0,17.0,17.0,-0.34,"('virginia', 'GPE'), ('democrats', 'NORP')",2
Jeff Merkley,social security has never contributed one cent to the deficit  not one cent,half-true,75,13,4.769230769230769,10.0,10.0,10.0,10.0,10.0,-0.0772,"('one cent', 'MONEY'), ('one cent', 'MONEY')",2
Jeanne Shaheen,big oil gave scott brown,half-true,24,5,4.0,5.0,5.0,5.0,5.0,5.0,0.0,"('scott brown', 'PERSON')",1
Peter King,the united states had  allies lined up  for air strikes in syria and then obama  pulled the rug out,half-true,99,19,4.105263157894737,14.0,14.0,14.0,14.0,14.0,0.0772,"('the united states', 'GPE'), ('syria', 'GPE')",2
Wendy Davis,greg abbott was  charged with overseeing the state cancer research fund  but he let his wealthiest donors take tens of millions of taxpayer dollars without proper oversight  they showered abbott with gifts and free vacations,half-true,224,35,5.3428571428571425,25.0,25.0,25.0,25.0,25.0,0.7684,"('greg abbott', 'PERSON'), ('tens of millions of taxpayer dollars', 'MONEY')",2
Burger King,after merging with tim hortons of canada  burger king is  not moving    our headquarters will remain in miami  and   we  will continue to pay all of our federal  state and local u s  taxes,half-true,188,34,4.235294117647059,21.0,21.0,21.0,21.0,21.0,-0.1027,"('tim hortons', 'ORG'), ('canada', 'GPE'), ('miami', 'GPE')",3
NextGen Climate Action Committee,rick scott took          from a family that leased land for drilling  and now he is trying to hide from it,half-true,106,20,3.85,12.0,12.0,12.0,12.0,12.0,-0.1779,"('rick scott', 'PERSON')",1
Democratic Senatorial Campaign Committee,cory gardner is sponsoring a bill to ban all abortions right now,half-true,64,12,4.416666666666667,11.0,11.0,11.0,11.0,11.0,-0.5574,,0
Greg Abbott,the growth rate of women owned businesses in texas has nearly doubled that of the nation since president obama has taken office,half-true,127,22,4.818181818181818,17.0,17.0,17.0,17.0,17.0,0.3818,"('texas', 'GPE')",1
John Carlevale,over    percent of the provisional ballots cast in  the       election were disqualified because those folks were not duly registered as voters,half-true,143,21,5.380952380952381,16.0,16.0,16.0,16.0,16.0,-0.4215,,0
Republican Party of Florida,ponzi schemer scott rothstein  gave hundreds of thousands of campaign cash to control crist s appointments of key state judges,half-true,126,20,5.3,16.0,16.0,16.0,16.0,16.0,0.0,"('scott rothstein  gave', 'PERSON'), ('hundreds of thousands', 'CARDINAL')",2
Anthony Johnson,we ve seen highway fatalities actually decrease in colorado  since marijuana use was legalized,half-true,94,14,5.714285714285714,11.0,11.0,11.0,11.0,11.0,-0.5994,"('colorado', 'GPE'), ('marijuana', 'PERSON')",2
Democratic Party of Georgia,david perdue led efforts to ship thousands of jobs overseas,half-true,59,10,5.0,8.0,8.0,8.0,8.0,8.0,0.0,"('david perdue', 'PERSON'), ('thousands', 'CARDINAL')",2
Democratic Senatorial Campaign Committee,says iowa republican senate candidate joni ernst  would privatize social security,half-true,81,11,6.363636363636363,10.0,10.0,10.0,10.0,10.0,0.34,"('iowa', 'GPE'), ('republican', 'NORP'), ('senate', 'ORG'), ('joni ernst', 'PERSON')",4
Michael Medved,more whites than blacks are victims of deadly police shootings,half-true,62,10,5.3,8.0,8.0,8.0,8.0,8.0,-0.3182,,0
Martha Robertson,says rep  tom reed  r n y    voted to raise the social security retirement age on us,half-true,84,17,3.7058823529411766,14.0,14.0,14.0,14.0,14.0,0.34,"('rep  tom reed  ', 'PERSON')",1
NextGen Climate Action Committee,says rick scott took          in campaign contributions from a company that  profited off pollution,half-true,99,14,5.428571428571429,10.0,10.0,10.0,10.0,10.0,0.3182,"('rick scott', 'PERSON')",1
Alison Lundergan Grimes,says mitch mcconnell voted  two times against the violence against women act,half-true,76,12,5.333333333333333,9.0,9.0,9.0,9.0,9.0,-0.6249,"('mitch mcconnell', 'PERSON'), ('two', 'CARDINAL')",2
NextGen Climate Action Committee,says rick scott  is letting duke  energy  keep collecting billions  despite troubled power plants,half-true,97,14,5.714285714285714,13.0,13.0,13.0,13.0,13.0,0.5544,"('rick scott', 'PERSON'), ('billions', 'CARDINAL')",2
LIBRE Initiative,the startup rate of hispanic businesses is three times the national rate,half-true,72,12,5.083333333333333,10.0,10.0,10.0,10.0,10.0,0.0,"('hispanic', 'NORP'), ('three', 'CARDINAL')",2
Mark Emmert,more  student athletes  graduate than the students who aren t student athletes,half-true,78,12,5.416666666666667,10.0,10.0,10.0,10.0,10.0,0.0,,0
Lindsey Graham,top u s  intelligence officials have told  every member of congress  including the president  we re about to be attacked in a serious way because  of  the threat emanating from syria and iraq,half-true,191,33,4.636363636363637,24.0,24.0,24.0,24.0,24.0,-0.4215,"('congress', 'ORG'), ('syria', 'GPE'), ('iraq', 'GPE')",3
Americans United for Change,sens  isakson s  chambliss  votes against unemployment insurance were votes to kill nearly       georgia jobs,half-true,109,15,5.733333333333333,13.0,13.0,13.0,13.0,13.0,-0.8225,"('sens  isakson s  ', 'PERSON'), ('georgia', 'GPE')",2
Barack Obama,unemployment insurance kept more than         children out of poverty in,half-true,72,10,5.5,6.0,6.0,6.0,6.0,6.0,-0.7351,,0
Charles Krauthammer,buried in the affordable care act is  a huge government bailout,half-true,63,11,4.7272727272727275,10.0,10.0,10.0,10.0,10.0,0.6249,,0
Bob McDonnell,we expanded charter  schools,half-true,28,4,6.0,3.0,3.0,3.0,3.0,3.0,0.0,,0
National Right to Life Committee,state rep  kathleen peters has a     percent pro abortion voting record   even voting against a ban on sex selection abortions,half-true,126,20,5.0,18.0,18.0,18.0,18.0,18.0,-0.5574,"('kathleen peters', 'PERSON')",1
Wendy Davis,payday lenders profit  from the poor by charging       plus  percent  interest,half-true,78,11,5.363636363636363,8.0,8.0,8.0,8.0,8.0,0.4215,"('payday', 'DATE')",1
Mitt Romney,the federal health care law tells  the american people precisely what type of coverage they have to have,half-true,104,18,4.777777777777778,14.0,14.0,14.0,14.0,14.0,0.4939,"('the federal health care law tells', 'ORG'), ('american', 'NORP')",2
Marie Corfield,says new jersey has  the highest unemployment rate in the region  and  stagnant job growth,half-true,90,15,4.866666666666666,13.0,13.0,13.0,13.0,13.0,-0.0772,"('new jersey', 'GPE')",1
Tom Graves,more americans believe the moon landing was fake than believe obamacare is affordable,half-true,85,13,5.615384615384615,12.0,12.0,12.0,12.0,12.0,-0.4767,"('americans', 'NORP')",1
David Rible,this governor has given us continual balanced budgets without raising taxes,half-true,75,11,5.909090909090909,9.0,9.0,9.0,9.0,9.0,0.0,,0
Gilberto Hinojosa,this is the first time in texas history    and only the fourth time in united states history    that two women are running for the top spots,half-true,140,26,4.1923076923076925,20.0,20.0,20.0,20.0,20.0,0.5574,"('first', 'ORDINAL'), ('texas', 'GPE'), ('fourth', 'ORDINAL'), ('united states', 'GPE'), ('two', 'CARDINAL')",5
Teresa Ghilarducci,a quarter of our workers make         per year,half-true,46,8,3.875,5.0,5.0,5.0,5.0,5.0,0.0,"('a quarter', 'CARDINAL')",1
Scott Brown,i m ninth generation from new hampshire,half-true,39,7,4.714285714285714,6.0,6.0,6.0,6.0,6.0,0.0,"('ninth', 'ORDINAL'), ('new hampshire', 'GPE')",2
Pete Sessions,federal law for obamacare navigators  does not bar   or even require screening for   convicted felons  including individuals convicted of identity theft or fraud,half-true,161,23,5.782608695652174,18.0,18.0,18.0,18.0,18.0,-0.5859,,0
Dennis Hastert,there never really was a  hastert rule,half-true,38,7,4.428571428571429,7.0,7.0,7.0,7.0,7.0,0.0,,0
Republican National Committee,the latest quinnipiac poll found that nearly six in ten americans oppose obamacare        support the law and     oppose it,half-true,123,19,4.947368421052632,14.0,14.0,14.0,14.0,14.0,0.4019,"('nearly six', 'CARDINAL'), ('ten', 'CARDINAL'), ('americans', 'NORP')",3
Chris Matthews,every dollar spent in the new obamacare system     goes to private sector insurance companies,half-true,93,14,5.428571428571429,12.0,12.0,12.0,12.0,12.0,0.0,,0
Wendy Davis,greg abbott defended more than    billion in public school funding cuts in fighting hundreds of school districts in court,half-true,121,19,5.2631578947368425,13.0,13.0,13.0,13.0,13.0,-0.5719,"('greg abbott', 'PERSON'), ('more than    billion', 'MONEY'), ('hundreds', 'CARDINAL')",3
National Federation of the Blind,goodwill industries international pays workers with disabilities wages as low as pennies per  hour,half-true,98,14,6.0,11.0,11.0,11.0,11.0,11.0,-0.2732,"('goodwill industries international', 'ORG')",1
Sam Houston,says he would have  almost twice the actual experience practicing law  greg abbott did on becoming attorney general of texas,half-true,124,20,5.15,16.0,16.0,16.0,16.0,16.0,0.0,"('greg abbott', 'PERSON'), ('texas', 'GPE')",2
Revitalize Cobb,the new atlanta braves stadium will require no tax increase for homeowners and provide    million annually for cobb county schools,half-true,130,20,5.4,15.0,15.0,15.0,15.0,15.0,0.4588,"('annually', 'DATE'), ('cobb county', 'GPE')",2
Larry Pratt,a gun  background check is futile  something like     people during the  last year   were prosecuted for trying to buy a gun with a criminal record out of    million,half-true,165,28,4.5,20.0,20.0,20.0,20.0,20.0,-0.8807,"('last year', 'DATE')",1
Ron Johnson,under president obama s health care reforms  the premium for  an average plan for a family didn t go down by        per year  it s gone up about        per year,half-true,160,30,3.8,20.0,20.0,20.0,20.0,20.0,0.4939,"('obama s', 'PERSON')",1
Generation Opportunity,obamacare could force thousands of volunteer fire stations to cut service or close entirely,half-true,91,14,5.571428571428571,10.0,10.0,10.0,10.0,10.0,-0.5423,"('thousands', 'CARDINAL')",1
Senate Conservatives Fund,john cornyn has voted to increase the debt  raise taxes  bail out wall street banks and fund obamacare,half-true,102,18,4.611111111111111,15.0,15.0,15.0,15.0,15.0,-0.0516,"('john cornyn', 'PERSON')",1
Oregon Business Association,the middle class can be defined to include those with income between roughly         and,half-true,88,14,4.785714285714286,9.0,9.0,9.0,9.0,9.0,0.0,,0
Doctors for a Healthy Georgia,defensive medicine costs georgia up to     billion a year,half-true,57,9,5.0,7.0,7.0,7.0,7.0,7.0,0.0258,"('georgia', 'GPE')",1
David Madland,the cbo just said if we cut this  unemployment benefits  extension  we will kill jobs  because those people who are looking for work won t have any money to spend,half-true,162,30,4.3,22.0,22.0,22.0,22.0,22.0,-0.596,,0
Heritage Foundation,fact  repealing obamacare would be easier than repealing prohibition,half-true,68,9,6.555555555555555,7.0,7.0,7.0,7.0,7.0,0.4215,,0
Cover Oregon,for the cost of    vanilla soy latte a day  you can get a sweet health insurance plan to match,half-true,94,19,3.789473684210526,14.0,14.0,14.0,14.0,14.0,0.4588,,0
Ted Poe,obamacare medical device tax  has led to the loss of thousands of jobs  in u s,half-true,78,16,3.8125,12.0,12.0,12.0,12.0,12.0,-0.3182,"('thousands', 'CARDINAL')",1
Ezekiel Emanuel,it s a good sign for obamacare that in california   the proportion of kids who are signing up is the proportion of kids in the population,half-true,137,26,4.230769230769231,17.0,17.0,17.0,17.0,17.0,0.4404,"('california', 'GPE')",1
James Capretta,obamacare is a  massive  massive income redistribution  with       billion a year in medicaid expansion  and  in the subsidy structure that s basically being paid for by people on medicare  through medicare cuts  and a lot of tax increases,half-true,239,38,4.973684210526316,26.0,26.0,26.0,26.0,26.0,-0.296,"('medicaid', 'ORG'), ('medicare', 'ORG'), ('medicare', 'ORG')",3
Barack Obama,the minimum wage  in real terms right now is below where it was when harry truman was in office,half-true,95,19,4.0,13.0,13.0,13.0,13.0,13.0,0.0,"('harry truman', 'PERSON')",1
Facebook posts,of homeless people are employed,half-true,31,5,5.4,4.0,4.0,4.0,4.0,4.0,0.0,,0
Saxby Chambliss,the recidivism rate is nearly    percent and has been climbing steadily since detainees began being released from guantanamo,half-true,124,18,5.777777777777778,15.0,15.0,15.0,15.0,15.0,0.0,"('guantanamo', 'FAC')",1
Allen West,black people kill more black people every six months than the kkk did in    years,half-true,81,15,4.266666666666667,12.0,12.0,12.0,12.0,12.0,-0.6908,"('every six months', 'DATE')",1
Lynn Westmoreland,only     georgians are signed up for obamacare while         in the state lost their health insurance,half-true,101,15,5.0,10.0,10.0,10.0,10.0,10.0,-0.3182,,0
Ron Johnson,republicans have proposed dozens of  health care  solutions designed to help control costs and improve quality,half-true,110,16,5.8125,13.0,13.0,13.0,13.0,13.0,0.8591,"('republicans', 'NORP'), ('dozens', 'CARDINAL')",2
Causa Oregon,american voters remain steadfast in their support for immigration reform with a path to citizenship  with more than    percent who want to see reform passed this year,half-true,166,27,5.037037037037037,18.0,18.0,18.0,18.0,18.0,0.6124,"('american', 'NORP'), ('this year', 'DATE')",2
Mary Burke,the state budget has actually grown by      billion under  gov  scott walker s actions,half-true,86,14,4.714285714285714,11.0,11.0,11.0,11.0,11.0,0.0,,0
Mike Huckabee,you ve got more people wanting to go moose hunting in new hampshire than want obamacare,half-true,87,16,4.5,12.0,12.0,12.0,12.0,12.0,0.0772,"('new hampshire', 'GPE')",1
Debbie Wasserman Schultz,people have signed up for  obamacare,half-true,36,6,5.0,4.0,4.0,4.0,4.0,4.0,0.0,,0
Ari Melber,says barack obama s approval rating  is right in the average  for second term presidents at this point,half-true,102,18,4.611111111111111,15.0,15.0,15.0,15.0,15.0,0.4767,"('second', 'ORDINAL')",1
Alison Lundergan Grimes,says senate minority leader mitch mcconnell has  blocked the senate over     times,half-true,82,12,5.5,11.0,11.0,11.0,11.0,11.0,-0.2732,"('senate', 'ORG'), ('mitch mcconnell', 'PERSON'), ('senate', 'ORG')",3
Tom Cotton,says mark pryor  cut medicare to pay for obamacare,half-true,50,9,4.555555555555555,7.0,7.0,7.0,7.0,7.0,-0.3612,"('mark pryor', 'PERSON'), ('medicare', 'ORG')",2
Herman Cain,says thomas jefferson said   you might be able to fool the people for awhile  and they may go astray  but sooner or later the american people are going to wake up and they will correct the course,half-true,195,37,4.1891891891891895,23.0,23.0,23.0,23.0,23.0,-0.2382,"('thomas jefferson', 'PERSON'), ('american', 'NORP')",2
Mary Burke,you ve seen where we re now going from a      million surplus to getting into the next biennium with almost a      million deficit,half-true,130,23,4.260869565217392,14.0,14.0,14.0,14.0,14.0,-0.3446,"('almost a      million', 'CARDINAL')",1
Nancy Pelosi,says the number of democrats who voted for the gop measure allowing health plan renewals is close to the number who voted on gop bills to delay mandates on employers and individuals,half-true,181,32,4.6875,23.0,23.0,23.0,23.0,23.0,-0.1779,"('democrats', 'NORP'), ('gop', 'ORG'), ('gop', 'ORG')",3
Ellen Qualls,obamacare  was the republican plan in the early    s,half-true,52,9,4.444444444444445,8.0,8.0,8.0,8.0,8.0,0.0,"('republican', 'NORP')",1
Scott Walker,the      billion deficit we inherited has turned into more than a half billion dollar surplus,half-true,93,15,4.933333333333334,10.0,10.0,10.0,10.0,10.0,-0.4019,"('more than a', 'DATE')",1
Michael Mule',georgia has lost    percent of its jobs paying more than         a year and added    percent to its medicaid rolls during the recovery,half-true,134,22,4.5,15.0,15.0,15.0,15.0,15.0,-0.3182,"('georgia', 'GPE'), ('medicaid', 'ORG')",2
Dennis Linthicum,says the u s  national debt has tripled during rep  greg walden s time in congress,half-true,82,16,4.0625,14.0,14.0,14.0,14.0,14.0,-0.3612,"('congress', 'ORG')",1
Greg Abbott,wendy davis is  fighting to bring     bloomberg style gun control to texas,half-true,74,12,4.833333333333333,10.0,10.0,10.0,10.0,10.0,-0.5994,"('wendy davis', 'PERSON'), ('texas', 'GPE')",2
Charlie Crist,charlie crist stopped  layoffs of some        school teachers during the global economic meltdown,half-true,97,13,5.923076923076923,11.0,11.0,11.0,11.0,11.0,-0.2263,"('charlie crist', 'PERSON')",1
Ed Schultz,says chris christie fired       teachers,half-true,40,5,6.0,5.0,5.0,5.0,5.0,5.0,-0.5574,"('chris christie', 'PERSON')",1
Sid Covington,a planning group said that to meet anticipated traffic demands by       interstate    between austin and round rock will need a dozen additional lanes going north and    additional southbound lanes,half-true,197,29,5.413793103448276,22.0,22.0,22.0,22.0,22.0,0.0,"('austin', 'PERSON'), ('a dozen', 'CARDINAL')",2
Janet Bewley,the legislature passed gov  walker s so called property tax relief bill   but the republicans  are still raising your property taxes,half-true,132,21,5.142857142857143,19.0,19.0,19.0,19.0,19.0,0.2617,"('republicans', 'NORP')",1
Portland Association of Teachers,says administrator salaries were increased   but other school employees were left behind,half-true,88,12,6.25,10.0,10.0,10.0,10.0,10.0,0.1406,,0
Mike Rogers,in       the secretary of state shut down a program that was  collecting information to protect america  because it was  unseemly   but that move led to  millions and millions  of deaths in world war ii,half-true,202,34,4.588235294117647,21.0,21.0,21.0,21.0,21.0,-0.6757,"('america', 'GPE'), ('world war ii', 'EVENT')",2
Van Jones,in some states  african americans are three times more likely to be sentenced to death than whites for the same crime,half-true,117,21,4.571428571428571,15.0,15.0,15.0,15.0,15.0,-0.8176,"('african americans', 'NORP'), ('three', 'CARDINAL')",2
Scott Walker,under his leadership  more people in wisconsin  have access to health care,half-true,74,12,5.083333333333333,8.0,8.0,8.0,8.0,8.0,0.4939,"('wisconsin', 'GPE')",1
Charlie Crist,says rick scott s record on jobs includes florida  ranked  nd in the nation in long term unemployment,half-true,101,18,4.555555555555555,15.0,15.0,15.0,15.0,15.0,-0.4404,"('rick scott s', 'PERSON'), ('florida', 'GPE')",2
Facebook posts,every single one of the    republican senators who just blocked a raise in the minimum wage will receive a        cost of living adjustment on january,half-true,150,25,4.64,18.0,18.0,18.0,18.0,18.0,-0.2732,"('republican', 'NORP'), ('january', 'DATE')",2
Senate Majority PAC,says  scott brown s carrying some big oil baggage  because he  collected over          in campaign contributions,half-true,112,16,5.3125,12.0,12.0,12.0,12.0,12.0,0.0,"('scott brown s', 'PERSON')",1
Dan Patrick,politifact texas gave  a david dewhurst tv ad  a  pants on fire  rating as an outrageous lie,half-true,92,17,4.235294117647059,15.0,15.0,15.0,15.0,15.0,-0.6597,"('texas', 'GPE'), ('david dewhurst', 'PERSON')",2
